index,geom
1771,POINT (34.79642770398182 32.098270619403024)
1772,POINT (34.797277260204865 32.13382094195159)
1774,POINT (34.801118921543306 32.13037811709508)
1776,POINT (34.820175602328156 32.12759465640311)
1779,POINT (34.818865983257446 32.074652045006054)
1780,POINT (34.810895680370635 32.021543255521735)
1782,POINT (34.818615881499795 32.03998043674403)
1789,POINT (34.80688395901481 32.084774999706774)
1793,POINT (34.80856492874034 32.080533101030234)
1799,POINT (34.81207819197087 32.08768570284433)
1807,POINT (34.81432836428018 32.11947546251184)
1808,POINT (34.80416665419901 32.108574602201365)
1812,POINT (34.822181785796296 32.11602996587515)
1815,POINT (34.833985029923724 32.10541452917979)
1817,POINT (34.79228469709753 32.07999614103266)
1819,POINT (34.79898491607244 32.09034200314917)
1820,POINT (34.81305288153466 32.10380489550891)
1825,POINT (34.81710293198416 32.089231771743066)
1827,POINT (34.830061257561916 32.02012900787162)
1830,POINT (34.7750898655386 32.04002627726811)
1831,POINT (34.821344714082876 32.03356542129905)
1836,POINT (34.77853355527547 32.01331597295337)
1837,POINT (34.80505328545068 32.088645856059486)
1839,POINT (34.797910028848705 32.10011207949335)
1840,POINT (34.8049945570324 32.135316284594)
1841,POINT (34.803516504535594 32.083154388196874)
1844,POINT (34.817265005468265 32.109241739233056)
1852,POINT (34.81564185992559 32.088426701343586)
1854,POINT (34.79233352910419 32.137216659441975)
1858,POINT (34.849026474632446 32.099167350972365)
1860,POINT (34.80753599114461 32.131563044590095)
1861,POINT (34.821468023760744 32.093670607194355)
1871,POINT (34.80437508932137 32.095080989396045)
1872,POINT (34.80090640965886 32.13547537840339)
1873,POINT (34.81094574497821 32.08150847326434)
1878,POINT (34.80765591193066 32.01635784754562)
1880,POINT (34.800171187984404 32.11404334338268)
1881,POINT (34.80197202672279 32.10022704671114)
1882,POINT (34.799331968291334 32.07959805019504)
1885,POINT (34.8128993597677 32.11077875736051)
1891,POINT (34.79494553545074 32.07873044573076)
1893,POINT (34.79554047624606 32.13149061209678)
1894,POINT (34.797406132894636 32.08607225989146)
1895,POINT (34.82219761797524 32.08661292435971)
1896,POINT (34.858874900983466 32.08152475582948)
1903,POINT (34.779562570413205 32.098264963924464)
1904,POINT (34.79858736705994 32.09772660941276)
1909,POINT (34.80932336669173 32.02839945659397)
1910,POINT (34.796620297046886 32.134152464533095)
1911,POINT (34.81934364283672 32.09827783138266)
1912,POINT (34.828438691542516 32.09205414598095)
1913,POINT (34.817637889405134 32.09295203552337)
1914,POINT (34.8631684356909 32.0645983376215)
1915,POINT (34.799963484092565 32.09599727184624)
1916,POINT (34.79993231139228 32.06027209362334)
1921,POINT (34.828894245408875 32.11024529427188)
1923,POINT (34.791135192807445 32.09650748271877)
1925,POINT (34.79123102774819 32.098577874637655)
1926,POINT (34.80292133906379 32.09175826347568)
1928,POINT (34.80753344690655 32.122954724143774)
1932,POINT (34.804291568219654 32.086856219355695)
1936,POINT (34.7954168786165 32.08052203385769)
1937,POINT (34.81050440876511 32.107561923162784)
1938,POINT (34.79464444755944 32.13236989246788)
1941,POINT (34.80750704336879 32.132359898179146)
1946,POINT (34.79598141485694 32.02985709549826)
1947,POINT (34.80718875996366 32.0444951058138)
1950,POINT (34.8181339356577 32.0980079759044)
1951,POINT (34.79099609258249 32.12023073833627)
1952,POINT (34.783632312211516 32.098467698616965)
1953,POINT (34.792843352926866 32.08201836999392)
1954,POINT (34.813575243095706 32.092673535568274)
1956,POINT (34.79966930978317 32.10933159610133)
1960,POINT (34.83340488938762 32.090559386673085)
1962,POINT (34.80765058774759 32.112162252320815)
1963,POINT (34.78169828173694 32.07457659564758)
1969,POINT (34.81518491989656 32.08004645577678)
1970,POINT (34.805499889249226 32.10616480912613)
1978,POINT (34.80948064735223 32.089492331550495)
1979,POINT (34.795133569577644 32.13540823453896)
1981,POINT (34.800590037629846 32.09569782163061)
1982,POINT (34.79415203144925 32.025607957646216)
1985,POINT (34.79335744125394 32.112403266694045)
1988,POINT (34.820329084290286 32.07351303601752)
1990,POINT (34.796091707530394 32.02572129366342)
1992,POINT (34.81369073933135 32.08374641943406)
1993,POINT (34.79183739932952 32.13604990663952)
1994,POINT (34.80434227289826 32.09428160122791)
1995,POINT (34.81282070795695 32.07926721443346)
1998,POINT (34.80653477473631 32.071572286858746)
1999,POINT (34.80835767864799 32.09299181796127)
2007,POINT (34.816488241656295 32.07660852250521)
2008,POINT (34.826529363432144 32.10372947919547)
2009,POINT (34.79511849906235 32.02041447568812)
2013,POINT (34.79950972766315 32.10835965607451)
2014,POINT (34.82175063306247 32.06753094867541)
2015,POINT (34.7753767091353 32.088780793186125)
2017,POINT (34.81288414521621 32.02572511188295)
2019,POINT (34.7855984960412 32.08000854885792)
2032,POINT (34.79751609339461 32.0223142350014)
2035,POINT (34.82286889575226 32.0806250107721)
2041,POINT (34.8094360642867 32.11294747077508)
2048,POINT (34.79535885070393 32.01197827336718)
2049,POINT (34.82784457151247 32.11269711943847)
2051,POINT (34.835340334308434 32.08599179142855)
2052,POINT (34.80408666973481 32.08957886317417)
2057,POINT (34.86148817088821 32.09266741485886)
2059,POINT (34.78980336786033 32.053826941766765)
2061,POINT (34.82224355258595 32.106140704556005)
2062,POINT (34.81136631707172 32.08680824795881)
2063,POINT (34.802632370121415 32.099224755626125)
2064,POINT (34.807272119177874 32.12455947192046)
2065,POINT (34.79716940481048 32.07707224599849)
2067,POINT (34.76634689218168 32.044208363867895)
2068,POINT (34.81862589829432 32.08370833375919)
2070,POINT (34.81057345551231 32.065304160966306)
2072,POINT (34.79298913814151 32.103607213371674)
2076,POINT (34.790588518410026 32.12328591696638)
2079,POINT (34.813960774091115 32.091004912742655)
2080,POINT (34.81938027300906 32.08115179152208)
2083,POINT (34.79173758975825 32.11204658020996)
2087,POINT (34.80321324947061 32.04403637667891)
2088,POINT (34.81825779504458 32.104529233724264)
2089,POINT (34.80908265053804 32.09777332789049)
2095,POINT (34.80318775752402 32.116507165316115)
2096,POINT (34.820206726952705 32.07035899532678)
2102,POINT (34.80590943690306 32.063860889492325)
2105,POINT (34.800799527901766 32.095030616079555)
2106,POINT (34.81961924956792 32.105112781149664)
2114,POINT (34.81109254815266 32.084890577376314)
2115,POINT (34.780887930933496 31.999317348562194)
2118,POINT (34.79974262384598 32.07895636133022)
2119,POINT (34.79286153229607 32.04513451414199)
2120,POINT (34.79349615680558 32.01907243698573)
2124,POINT (34.83206445806375 32.116974314174676)
2126,POINT (34.84953024354136 32.08430751918157)
2129,POINT (34.790506940316845 32.07321994013552)
2130,POINT (34.82442830915494 32.089258192746584)
2133,POINT (34.825680536559794 32.09500393967335)
2135,POINT (34.81347386040712 32.08126450444866)
2147,POINT (34.81142134742401 32.090275833625704)
2153,POINT (34.818765107007046 32.1138631375154)
2167,POINT (34.83043100033496 32.102609350630786)
2169,POINT (34.803402367877766 32.13006896081932)
2171,POINT (34.85388534844145 32.076131923880105)
2172,POINT (34.85734886751108 32.108355841491516)
2179,POINT (34.797924030525664 32.092880271583184)
2180,POINT (34.85379790546455 32.09358023639977)
2181,POINT (34.8492234186814 32.09347943591814)
2187,POINT (34.82596032088313 32.10122664493013)
2190,POINT (34.80351510071203 32.09832724111717)
2195,POINT (34.82347027296169 32.08723343372127)
2200,POINT (34.801922182273195 32.08747842442177)
2209,POINT (34.82222905203421 32.06286071238879)
2211,POINT (34.81192075538474 32.07777497240576)
2212,POINT (34.7905602960737 32.0831004568873)
2213,POINT (34.853984894032365 32.07140507305105)
2215,POINT (34.802702584458025 32.08459679916213)
2216,POINT (34.81290150059345 32.09402514889843)
2223,POINT (34.80424740587434 32.131107300272966)
2224,POINT (34.81664090082673 32.094724495877124)
2227,POINT (34.8002301995469 32.07046961942669)
2232,POINT (34.80472608831735 32.08304128094393)
2233,POINT (34.808981632837494 32.07806296283738)
2235,POINT (34.83769838999016 32.10792138309045)
2249,POINT (34.79233870163578 32.13237478219597)
2254,POINT (34.80676848112996 32.10882555230936)
2255,POINT (34.78141922535025 32.02064114979308)
2262,POINT (34.81046484012696 32.088643999888355)
2269,POINT (34.796443524172794 32.0284785737177)
2271,POINT (34.782704971763 32.100016220685724)
2275,POINT (34.801656301204325 32.1194027319695)
2280,POINT (34.78562278324908 32.07100464253504)
2281,POINT (34.79680737401338 32.08145516222489)
2283,POINT (34.78160225224321 32.09992334976775)
2286,POINT (34.802776635076775 32.08503600123493)
2288,POINT (34.8073198375798 32.08396076063317)
2290,POINT (34.806796676853395 32.05963665062533)
2292,POINT (34.811432417131726 32.09812661757275)
2294,POINT (34.80688844076107 32.0967496177348)
2298,POINT (34.84588947465197 32.09499354128596)
2306,POINT (34.79838068637679 32.010772109467226)
2307,POINT (34.79377257213684 32.13379162927314)
2312,POINT (34.80057705544456 32.07147223632709)
2313,POINT (34.81661554161801 32.09241196351628)
2320,POINT (34.81751422221951 32.10484235413708)
2322,POINT (34.8288832253348 32.10255869944968)
2323,POINT (34.782379140147874 32.01800494162784)
2325,POINT (34.782070012771364 32.0181080200103)
2326,POINT (34.81681640948063 32.08509922521532)
2331,POINT (34.793051562721274 32.10659855438967)
2332,POINT (34.790922529332875 32.04027525708226)
2334,POINT (34.810815189409325 32.10161943138781)
2343,POINT (34.791043129361896 32.094701764466095)
2347,POINT (34.7979121848169 32.10862713036555)
2349,POINT (34.7915113640087 32.135981492764095)
2352,POINT (34.801635189528135 32.0968189886075)
2357,POINT (34.787876619128845 32.00255503123693)
2360,POINT (34.796204653409866 32.13489318152021)
2363,POINT (34.811626436184035 32.09512844931416)
2364,POINT (34.8512915948846 32.09633812082166)
2365,POINT (34.777538131276344 32.03429025699405)
2372,POINT (34.80775021396677 32.039693919036026)
2373,POINT (34.78735818418976 32.08947387136805)
2382,POINT (34.7941541997012 32.11197399785706)
2383,POINT (34.79412202687566 32.077856044756885)
2384,POINT (34.82314505034588 32.08544942451961)
2387,POINT (34.86390035122821 32.086336843765075)
2389,POINT (34.797515167571625 32.0823920411629)
2391,POINT (34.8106320036962 32.119409727925934)
2394,POINT (34.81684512625921 32.088395443783114)
2405,POINT (34.79869964843028 32.03937890155279)
2407,POINT (34.822463207756336 32.08702132307117)
2409,POINT (34.81684975743939 32.077961834746226)
2414,POINT (34.797512324491855 32.06771185002359)
2416,POINT (34.76796042819597 32.031365297197716)
2419,POINT (34.7976456393496 32.13470331936918)
2426,POINT (34.804387714179605 32.13116181118991)
2428,POINT (34.8214164520391 32.08875148262789)
2429,POINT (34.815728991676586 32.07540368326644)
2434,POINT (34.807084370785766 32.129430784715645)
2435,POINT (34.84448840772655 32.094790291778644)
2437,POINT (34.833756051973964 32.096819081656406)
2439,POINT (34.82754366738622 32.10297418300068)
2445,POINT (34.805870940095325 32.13026658848484)
2447,POINT (34.79701100607253 32.10296742558216)
2449,POINT (34.78477790162979 32.11698416102506)
2451,POINT (34.79913568184574 32.105352010736425)
2462,POINT (34.81479010096656 32.07658766623952)
2463,POINT (34.81824164462515 32.116984779128565)
2467,POINT (34.81364861165788 32.10484584973688)
2468,POINT (34.79023321918115 32.015261694742634)
2471,POINT (34.818195411702405 32.089143029751405)
2475,POINT (34.804191589054156 32.096987557738984)
2487,POINT (34.809158689156305 32.11491102048526)
2489,POINT (34.80171903079128 32.08402637098329)
2490,POINT (34.78756151734793 32.1329009162147)
2495,POINT (34.81573323534512 32.10899428026424)
2497,POINT (34.80224929398185 32.0726773559156)
2498,POINT (34.80844949533276 32.11092227545302)
2503,POINT (34.793840113391795 32.08652080216176)
2507,POINT (34.8003797447336 32.10423516374891)
2509,POINT (34.792745172894 32.1379716159233)
2512,POINT (34.82804723329501 32.08548105461944)
2513,POINT (34.79528225987724 32.116863295158296)
2515,POINT (34.80717149721011 32.105170246465455)
2516,POINT (34.805650881709276 32.024501379142485)
2519,POINT (34.820057552150004 32.0847656161301)
2520,POINT (34.7987833208698 32.122977796821324)
2523,POINT (34.78811398507332 32.099630254632366)
2524,POINT (34.8199752134477 32.08569051940641)
2526,POINT (34.79499080941196 32.03190710456318)
2529,POINT (34.78743914187891 32.08578329746651)
2530,POINT (34.80339226999955 32.09203550767349)
2532,POINT (34.8067115116796 32.09147451479775)
2536,POINT (34.77920315239248 32.10769294062337)
2538,POINT (34.79927730971054 32.093650647690865)
2539,POINT (34.79171211973204 32.09012546856542)
2543,POINT (34.82665465684728 32.091092390804896)
2544,POINT (34.803871064423916 32.0749910006013)
2545,POINT (34.800952358022975 32.068398187095234)
2547,POINT (34.82110674901716 32.09274572656836)
2552,POINT (34.808821901120716 32.131781502255535)
2553,POINT (34.808411620050094 32.10356549485261)
2556,POINT (34.79677627658593 32.10189061283311)
2557,POINT (34.81381470843482 32.08160177426774)
2562,POINT (34.828550997455785 32.100867084690606)
2564,POINT (34.78137694763333 32.09749218666753)
2570,POINT (34.84853246009487 32.10277716597342)
2571,POINT (34.78401713338569 32.031087301899824)
2574,POINT (34.85322246143043 32.099395696008706)
2576,POINT (34.75838970569903 32.032483918142084)
2577,POINT (34.79978338158241 32.108593462882574)
2581,POINT (34.83146981310315 32.08846811805444)
2582,POINT (34.80884549549048 32.12444592952018)
2586,POINT (34.77879200494818 32.029128312049856)
2587,POINT (34.79198635467755 32.096247231761865)
2590,POINT (34.86009688426205 32.08410482224754)
2594,POINT (34.81492871179167 32.105747005997806)
2600,POINT (34.82681866141 32.08669969813959)
2604,POINT (34.78708247453345 32.132794858364136)
2607,POINT (34.78392355911334 32.028481007428574)
2608,POINT (34.8076232868236 32.109777048635415)
2609,POINT (34.80541015585149 32.12892036825414)
2612,POINT (34.81991980118599 32.0922868649422)
2618,POINT (34.790508113894745 32.09031272665161)
2620,POINT (34.82232827218312 32.12584022915987)
2621,POINT (34.793574598299735 32.051971298459165)
2631,POINT (34.80608817881228 32.10394741444356)
2634,POINT (34.77534964002703 32.035248092326924)
2635,POINT (34.78697429518556 32.10277388462718)
2638,POINT (34.820134489222454 32.13043783332781)
2639,POINT (34.797742404242605 32.105766550794854)
2640,POINT (34.81343992374432 32.08629849151511)
2647,POINT (34.81104796397492 32.099676488614485)
2648,POINT (34.77983847982814 32.027292264918835)
2649,POINT (34.814533977094136 32.0897941706957)
2650,POINT (34.820208276451524 32.097130990689344)
2651,POINT (34.7998381135693 32.0511257097069)
2653,POINT (34.80501986265625 32.129613220440206)
2656,POINT (34.8135856398724 32.088156349549365)
2659,POINT (34.79203666246543 32.10195374413168)
2662,POINT (34.79216878627156 32.11220620659162)
2667,POINT (34.79642004506369 32.08513449848087)
2668,POINT (34.82932096808329 32.07566471758242)
2670,POINT (34.80000136201038 32.084376604212245)
2676,POINT (34.8198447904231 32.077672227797024)
2679,POINT (34.8407631485697 32.12488033691152)
2682,POINT (34.807385792384835 32.11778105881014)
2686,POINT (34.80677816808711 32.02085016699988)
2689,POINT (34.83257368969942 32.10411451966013)
2692,POINT (34.7963109759399 32.09417068932931)
2693,POINT (34.7928691537014 32.125071696132)
2697,POINT (34.8142846927727 32.10803080514194)
2698,POINT (34.79141600043146 32.06535814318661)
2701,POINT (34.82190956247185 32.072113018172466)
2702,POINT (34.7923114086994 32.0961334015099)
2706,POINT (34.81393618602997 32.13430422141482)
2707,POINT (34.81189056503177 32.107788249383404)
2708,POINT (34.780740274641204 32.001464948093556)
2710,POINT (34.81181001071892 32.10040757875912)
2712,POINT (34.801134704861845 32.12265748580282)
2715,POINT (34.806010984349705 32.00472178872701)
2719,POINT (34.81156225338942 32.088079381706066)
2720,POINT (34.791420283616404 32.08193437995197)
2723,POINT (34.81442749094941 32.12918555724463)
2724,POINT (34.793160234401384 32.09810631368378)
2725,POINT (34.82941284472133 32.09455744979203)
2728,POINT (34.8056549369509 32.07769904422294)
2731,POINT (34.79691341310911 32.07926579845305)
2738,POINT (34.8578304634103 32.05261673010228)
2741,POINT (34.810512410815285 32.13090301056267)
2748,POINT (34.82169960884887 32.09343942220921)
2750,POINT (34.798249004060736 32.13366657843885)
2754,POINT (34.80314789499012 32.08680241159252)
2755,POINT (34.818684796033835 32.074993731311395)
2756,POINT (34.79035099173277 32.1374610983916)
2757,POINT (34.79391952085297 32.13362066899944)
2760,POINT (34.82109780454446 32.085514219866354)
2762,POINT (34.817397228259026 32.08930103459666)
2763,POINT (34.79228570267812 32.089025588084084)
2765,POINT (34.80514918970609 32.12945442297925)
2773,POINT (34.80966605368377 32.08095053599247)
2775,POINT (34.83237867839752 32.077129197083565)
2776,POINT (34.81440018825146 32.120300723403425)
2777,POINT (34.81006299980457 32.07278881325816)
2778,POINT (34.79668099519247 32.07208891948378)
2780,POINT (34.80828884127301 32.091522978999535)
2781,POINT (34.81708689652033 32.09580713955077)
2788,POINT (34.80807341011461 32.093132719099074)
2790,POINT (34.790493079236484 32.05569493170174)
2793,POINT (34.81800783704467 32.08767401205166)
2795,POINT (34.82107305269017 32.07701893579141)
2797,POINT (34.78738883192027 32.02864107947433)
2801,POINT (34.81290439320784 32.10029108457545)
2802,POINT (34.78277002530371 32.039000936451785)
2807,POINT (34.825811093009214 32.09722172913975)
2808,POINT (34.8214901553871 32.09208687581612)
2809,POINT (34.855373656391095 32.079252197918684)
2812,POINT (34.840511252971226 32.0926188307991)
2819,POINT (34.80003212945014 32.09682267563993)
2821,POINT (34.802104632704 32.0726657510764)
2823,POINT (34.8382940889263 32.088816917464605)
2824,POINT (34.80809142238515 32.115046372345795)
2825,POINT (34.79740201178378 32.095503981952845)
2827,POINT (34.80563561296453 32.09880248576154)
2828,POINT (34.78937888773132 32.10108316601879)
2830,POINT (34.7717227627962 32.0429705938717)
2833,POINT (34.79065232081259 32.01072192173204)
2835,POINT (34.79129504638842 32.08625554557644)
2836,POINT (34.793900610573075 32.09747199117196)
2838,POINT (34.82150676409344 32.103665493697356)
2840,POINT (34.82097781081868 32.084560749471095)
2841,POINT (34.808283959363564 32.12581160057215)
2846,POINT (34.8103677636765 32.08979331807027)
2848,POINT (34.85253366759538 32.097713949699575)
2850,POINT (34.79590157753192 32.109377723120815)
2851,POINT (34.79222896486939 32.078994112972595)
2861,POINT (34.78578326315586 32.09210085345555)
2862,POINT (34.81030633966655 32.111723787488465)
2863,POINT (34.831808826439236 32.10237904043601)
2864,POINT (34.78260581662026 32.107319334698204)
2871,POINT (34.81169221710085 32.0929161543381)
2875,POINT (34.78485805189886 32.12204954414134)
2880,POINT (34.863981156747094 32.07665543416157)
2882,POINT (34.81154704660919 32.073295900452635)
2883,POINT (34.801115581965895 32.04885565158579)
2887,POINT (34.76916473687435 32.01390349755085)
2889,POINT (34.81190104638513 32.08887767268719)
2890,POINT (34.86427889285211 32.068032339201515)
2893,POINT (34.807521201034966 32.08239510490268)
2895,POINT (34.781966103304114 32.10314976697964)
2896,POINT (34.79233967313771 32.07487931735091)
2903,POINT (34.81505493163886 32.10779606596236)
2909,POINT (34.82161935986013 32.11329770303305)
2913,POINT (34.793796370971286 32.079391226964084)
2916,POINT (34.788540919561484 32.08227394137218)
2918,POINT (34.80019645131919 32.018599395742406)
2920,POINT (34.82875586955472 32.103101436181525)
2923,POINT (34.80649910049617 32.08548384950032)
2925,POINT (34.823041760822456 32.080951739714315)
2927,POINT (34.82792245294814 32.083384026439916)
2928,POINT (34.775960914042926 32.028890211378304)
2929,POINT (34.82884902765057 32.07714910580345)
2932,POINT (34.80933666227143 32.092654174015344)
2940,POINT (34.82584403988933 32.069436306439755)
2943,POINT (34.858953821514866 32.08777434747845)
2950,POINT (34.78891325138002 32.08975737847165)
2951,POINT (34.802586797639265 32.080534078162295)
2960,POINT (34.8123342014262 32.089845481813406)
2964,POINT (34.80594953566986 32.09190265447403)
2965,POINT (34.80779335756717 32.10961394374887)
2967,POINT (34.82674366132495 32.08191925228795)
2973,POINT (34.821160817619756 32.1080656854726)
2987,POINT (34.79743209700247 32.10373934234318)
2991,POINT (34.79513934677716 32.13264047157981)
2994,POINT (34.859656677980624 32.08703986622941)
2999,POINT (34.80790584312571 32.1092034243542)
3000,POINT (34.78257751703634 32.03654675848999)
3007,POINT (34.803804513306645 32.08493223927644)
3014,POINT (34.799738149395694 32.09469873441382)
3017,POINT (34.81023299454924 32.104199030603695)
3019,POINT (34.79479675237744 32.04275288125506)
3020,POINT (34.8007369405078 32.07502590964234)
3023,POINT (34.826985049214215 32.1116078192541)
3025,POINT (34.82612235375254 32.13181624453078)
3029,POINT (34.79542229669524 32.136739919519876)
3031,POINT (34.83349972856545 32.08290088886895)
3032,POINT (34.81087854717758 32.0891440133713)
3033,POINT (34.80464114719323 32.08137706885209)
3034,POINT (34.78960151452583 32.04946920585549)
3038,POINT (34.817865493812064 32.11804441564476)
3040,POINT (34.79179543715066 32.084832183390056)
3043,POINT (34.81724417492878 32.077475266049284)
3044,POINT (34.805693915066854 32.08972553715934)
3046,POINT (34.77903891701022 32.029421834210915)
3047,POINT (34.819657899571794 32.10912738722724)
3050,POINT (34.763369160818414 32.03858435989083)
3054,POINT (34.81281405090322 32.03204804236766)
3055,POINT (34.822125400912874 32.09008093300214)
3058,POINT (34.80441641645948 32.09688344971617)
3059,POINT (34.862952035340925 32.08824951464194)
3063,POINT (34.80833391815293 32.08694482742858)
3069,POINT (34.816067731030756 32.13369215128238)
3077,POINT (34.79797760239167 32.104966534573876)
3079,POINT (34.82622296641302 32.10093186810555)
3091,POINT (34.80478288931491 32.07532155251262)
3094,POINT (34.799771790517255 32.09708408650575)
3098,POINT (34.78392744564658 32.10557458410543)
3099,POINT (34.826143531871764 32.10353575241373)
3102,POINT (34.7772756693827 32.104646108701125)
3105,POINT (34.79687521348415 32.10946653635274)
3107,POINT (34.815784082715574 32.11372210376425)
3109,POINT (34.786644436581305 32.10321311070315)
3110,POINT (34.798183356240536 32.087404019007884)
3117,POINT (34.79750207301261 32.07794985472289)
3119,POINT (34.80573342776083 32.106475760330746)
3120,POINT (34.80011892219887 32.07886559129779)
3121,POINT (34.85880200821202 32.063962557877794)
3122,POINT (34.82494083485472 32.10111999802147)
3124,POINT (34.76926083975116 32.03398176304603)
3125,POINT (34.8289187981864 32.09432170530406)
3128,POINT (34.80853652317518 32.10090431295453)
3130,POINT (34.810827926375914 32.1076685235077)
3131,POINT (34.85477565251489 32.08323676588066)
3136,POINT (34.80620440348654 32.088477642817644)
3138,POINT (34.82076905198932 32.106104793898105)
3147,POINT (34.85183867971014 32.085097343716846)
3150,POINT (34.81547448888461 32.08749237350756)
3152,POINT (34.81717546240464 32.09566303705715)
3166,POINT (34.80508418193309 32.09765991711403)
3168,POINT (34.80985902898415 32.124517393801874)
3170,POINT (34.8124755716988 32.084985394871346)
3174,POINT (34.81664512659321 32.12165570518902)
3175,POINT (34.78708994713359 32.12860062750537)
3177,POINT (34.81921924202588 32.10272664626795)
3184,POINT (34.849350238648356 32.10769475563377)
3186,POINT (34.82332364129488 32.07832778052283)
3188,POINT (34.8175940528374 32.11688410650645)
3190,POINT (34.79861335272574 32.091342894925525)
3191,POINT (34.772660384318115 32.02578504869979)
3200,POINT (34.77978137582067 32.03684003589187)
3201,POINT (34.789981664900175 32.085847659933)
3205,POINT (34.79442424895877 32.03968833294392)
3206,POINT (34.7762351262748 32.04246281917993)
3211,POINT (34.812710090709636 32.08178142845798)
3220,POINT (34.80704828224675 32.08105062260585)
3224,POINT (34.80754850187291 32.030426202808535)
3225,POINT (34.81017820585711 32.09795123000591)
3232,POINT (34.8214781289099 32.073342419238834)
3243,POINT (34.79631278175106 32.10678672790207)
3244,POINT (34.808965501032716 32.081172955220815)
3246,POINT (34.80877170778538 32.09210347703354)
3247,POINT (34.81364540804186 32.07305465979253)
3249,POINT (34.808331617615224 32.09346475306701)
3252,POINT (34.808565785864836 32.09560924793883)
3254,POINT (34.7941952476227 32.08995892430129)
3257,POINT (34.81609534795719 32.09597116862828)
3259,POINT (34.86498654206692 32.08284677912534)
3261,POINT (34.79826647138674 32.09844287146924)
3264,POINT (34.80434558103416 32.08387169445147)
3270,POINT (34.82464149168489 32.08475565119845)
3271,POINT (34.80723399529962 32.08359542952291)
3272,POINT (34.79585723502028 32.05115672427658)
3274,POINT (34.8289249771865 32.10321617674496)
3280,POINT (34.82472420682488 32.01198365479659)
3285,POINT (34.8162931072739 32.08443132724885)
3287,POINT (34.783073065498066 32.08224518865109)
3293,POINT (34.80453133951074 32.132084601831615)
3295,POINT (34.80658684012816 32.09324894215921)
3299,POINT (34.801643502172524 32.09433331280303)
3300,POINT (34.80380628547952 32.10024234086167)
3301,POINT (34.795350924742586 32.127196918935475)
3302,POINT (34.80407077363615 32.076004363231384)
3305,POINT (34.795589392406676 32.12952261499881)
3306,POINT (34.81192730359512 32.1026161223697)
3308,POINT (34.81503409383934 32.06824941003371)
3313,POINT (34.821107629114074 32.03783254652561)
3314,POINT (34.812227988737305 32.076724433096864)
3319,POINT (34.80355159925956 32.1054491443619)
3320,POINT (34.77638588745035 32.010917984328756)
3321,POINT (34.80427409586943 32.095429301281406)
3323,POINT (34.837812042248096 32.08647930488776)
3325,POINT (34.86195059922203 32.07794302978227)
3328,POINT (34.794153284891564 32.042523406835635)
3331,POINT (34.81668093322527 32.03761913923583)
3332,POINT (34.80779357330604 32.10266024646078)
3333,POINT (34.792703000018236 32.04848831939377)
3335,POINT (34.795285036746264 32.03768569080933)
3337,POINT (34.797775034642264 32.07947578066619)
3338,POINT (34.78290923474651 32.09057475763572)
3340,POINT (34.81215690042448 32.10627314728261)
3341,POINT (34.799576679614624 32.08289242979987)
3344,POINT (34.778749880597765 32.001860688146685)
3345,POINT (34.83049934168781 32.112773796019596)
3346,POINT (34.797414776082164 32.085055380872845)
3349,POINT (34.807301587250144 32.09934648451318)
3355,POINT (34.8083437289196 32.02249918995863)
3356,POINT (34.82943828533839 32.10877175037375)
3357,POINT (34.799912762357565 32.045985749863924)
3363,POINT (34.80702157999031 32.09460132005604)
3365,POINT (34.76804235328363 32.024790130138335)
3367,POINT (34.82246119610451 32.06606001354946)
3368,POINT (34.8045757713025 32.131585342338866)
3371,POINT (34.7854593250976 32.095874552629596)
3372,POINT (34.816943298636424 32.06925291223475)
3377,POINT (34.830893252327684 32.0894173383546)
3378,POINT (34.82177579544417 32.084180848762216)
3380,POINT (34.79130884130277 32.09330034031619)
3382,POINT (34.85323692769128 32.086153426462126)
3386,POINT (34.80185585515152 32.13151551125495)
3397,POINT (34.79147956638319 32.128978577102366)
3402,POINT (34.8112554181032 32.11028911565023)
3408,POINT (34.813976372006515 32.104108473638334)
3409,POINT (34.84571985915 32.06029770536784)
3410,POINT (34.804034620634255 32.0893454022656)
3411,POINT (34.841141975395985 32.114864839023106)
3413,POINT (34.79710274611257 32.082634400501895)
3414,POINT (34.81158582400985 32.09633126996935)
3417,POINT (34.792207854063314 32.1157915641293)
3423,POINT (34.80826086176904 32.08099865996861)
3427,POINT (34.78921104389348 32.04229154366192)
3444,POINT (34.8183972978638 32.103241142698415)
3446,POINT (34.81914347810239 32.09375434399589)
3451,POINT (34.81843884956948 32.09614045815886)
3456,POINT (34.785894544831784 32.082425178290265)
3457,POINT (34.802058815340764 32.09673602834797)
3458,POINT (34.80647288210994 32.09284208742284)
3461,POINT (34.81647156579904 32.02148692977326)
3466,POINT (34.814253294311975 32.105390311006396)
3475,POINT (34.786681592913084 32.09305034291191)
3478,POINT (34.81076189028451 32.12618706373894)
3480,POINT (34.78472539264479 32.107671007476284)
3483,POINT (34.8088243437642 32.09508890657711)
3486,POINT (34.79028038486178 32.10372492273685)
3491,POINT (34.80912544898893 32.13081240777109)
3494,POINT (34.82142761650246 32.09019017196985)
3496,POINT (34.80812399234831 32.10126112403917)
3497,POINT (34.79652750105325 32.12335768366064)
3504,POINT (34.81039980731987 32.106004464696184)
3505,POINT (34.81792736141581 32.10146323236292)
3510,POINT (34.863043802961954 32.08189667566679)
3515,POINT (34.8049624238186 32.070172226175536)
