index,geom
2098,POINT (34.804447710901115 32.04543837166069)
2101,POINT (34.80478967676892 32.12066959485693)
2107,POINT (34.85778619343752 32.09813094356526)
2109,POINT (34.80643148844076 32.04122690434805)
2110,POINT (34.8104413370264 32.08985558213216)
2113,POINT (34.7775025856179 32.03473975367994)
2116,POINT (34.77925762782476 32.02587804340733)
2125,POINT (34.808441211732095 32.09470044565258)
2127,POINT (34.80085072730104 32.039607712697965)
2128,POINT (34.77593713607603 32.053902376893376)
2134,POINT (34.79216154106608 32.12800001691699)
2136,POINT (34.779042626202916 32.03858026635088)
2139,POINT (34.77414465573357 31.994648981430316)
2142,POINT (34.816861762831124 32.03892540361809)
2144,POINT (34.79641158923769 32.020483209270736)
2149,POINT (34.76499138360841 32.01836064145243)
2150,POINT (34.78515487830395 32.04021616024802)
2152,POINT (34.806529824221585 32.03180809459247)
2155,POINT (34.78235773487679 32.025906525800735)
2160,POINT (34.86554246451285 32.07681059336646)
2161,POINT (34.85674526307824 32.08250534775923)
2168,POINT (34.77353880903425 32.03537763597409)
2170,POINT (34.78324057711367 32.03558610988101)
2173,POINT (34.80315184914075 32.006845740647904)
2175,POINT (34.78590121366845 32.008076005312034)
2177,POINT (34.79613501123688 32.03415394245233)
2184,POINT (34.856842666337606 32.08389986955668)
2189,POINT (34.805512356242005 32.01991580706329)
2191,POINT (34.81554500794309 32.10344736965083)
2193,POINT (34.805284254163304 32.015281671411756)
2196,POINT (34.86490134961288 32.073793601982004)
2201,POINT (34.779970687190854 32.01705172589085)
2203,POINT (34.84850397777535 32.10232609327132)
2206,POINT (34.79389075532787 32.03453908555113)
2207,POINT (34.781054630327816 32.01559121289744)
2208,POINT (34.79350727099185 32.01404772348812)
2214,POINT (34.777820381174415 32.03254681692794)
2219,POINT (34.790137561423165 32.03482128990033)
2225,POINT (34.86079114120106 32.08271415766607)
2228,POINT (34.81632492876529 32.10204293968528)
2231,POINT (34.80986505069093 32.04594996222993)
2237,POINT (34.79186167348582 32.039980107344924)
2240,POINT (34.80426808096534 32.038682387693996)
2241,POINT (34.84833371657039 32.06816471689901)
2242,POINT (34.77624582967488 32.02100501270841)
2245,POINT (34.81502703122867 32.022210042379335)
2246,POINT (34.794641192031875 32.008522071248365)
2247,POINT (34.857796545509295 32.08362605537275)
2250,POINT (34.78461651413664 32.021136920900666)
2251,POINT (34.78305438476147 32.02263713546621)
2256,POINT (34.77905169306005 32.015361586059896)
2259,POINT (34.78618954349351 32.03505674105675)
2261,POINT (34.78293887889545 32.02544089841822)
2264,POINT (34.78776708861418 32.01822518686274)
2266,POINT (34.79261401640761 32.049724406099)
2267,POINT (34.78156417267195 32.04315999334068)
2270,POINT (34.798182834469856 32.059117195093386)
2273,POINT (34.79812279573879 32.03646104718803)
2274,POINT (34.79809688683823 32.02549292444952)
2276,POINT (34.784281216282366 32.02340382105917)
2277,POINT (34.80875118926322 32.026197953205696)
2284,POINT (34.78301058895993 32.02419632890534)
2301,POINT (34.8573241359096 32.0790412567878)
2304,POINT (34.78242060342792 32.00019297471492)
2311,POINT (34.7982829657164 32.03271040667737)
2318,POINT (34.79848180787611 32.083666184693584)
2328,POINT (34.80242365449787 32.016638502267774)
2330,POINT (34.76497294070613 32.01488238755945)
2336,POINT (34.803497847567975 32.01867261895957)
2338,POINT (34.80461679349718 32.01075081550093)
2339,POINT (34.7856312372729 32.01059775163386)
2344,POINT (34.80990639801892 32.12983084665508)
2345,POINT (34.844499383118425 32.058447010310324)
2346,POINT (34.799184698485966 32.039387981893555)
2348,POINT (34.79085098839655 32.02586942530101)
2351,POINT (34.788382997618044 32.12247649054194)
2354,POINT (34.82633767975666 32.10268634227265)
2358,POINT (34.79342056739488 32.12794781825528)
2359,POINT (34.79287866240399 32.02587608451969)
2361,POINT (34.79519252977245 32.03017048406666)
2362,POINT (34.85317525882219 32.08294132743294)
2371,POINT (34.79160715569475 32.033275124081904)
2378,POINT (34.804947041509806 32.01963328645605)
2379,POINT (34.79616081008521 32.039436402165705)
2392,POINT (34.790733242250894 32.034082980586064)
2397,POINT (34.80520651715378 32.03208245029916)
2400,POINT (34.860737544768206 32.08594291822562)
2401,POINT (34.81275037907829 32.07476004057093)
2402,POINT (34.78628600269536 32.05865155229964)
2410,POINT (34.81594321398042 32.04328617084603)
2413,POINT (34.80863232393529 32.01929960855894)
2417,POINT (34.86133941064419 32.0822564564878)
2418,POINT (34.79143021638533 32.01598647559937)
2424,POINT (34.790142646203606 32.03122790646235)
2425,POINT (34.794472132831636 32.02794886596979)
2432,POINT (34.77710810960229 32.05118658246589)
2433,POINT (34.81286390216015 32.01879315297294)
2438,POINT (34.790589480239795 32.134344414067634)
2441,POINT (34.813829894794196 32.04412468519728)
2444,POINT (34.85999179310399 32.09925592884847)
2452,POINT (34.80092697270779 32.02855828861094)
2454,POINT (34.782328381355306 32.013552484210074)
2455,POINT (34.80823061847935 32.02469713531697)
2458,POINT (34.85581734712556 32.06825127282505)
2464,POINT (34.79218837554992 32.108403290649974)
2465,POINT (34.778328763817626 32.041836827054965)
2466,POINT (34.85382927903283 32.07254331116868)
2469,POINT (34.81827311498221 32.007785554532376)
2470,POINT (34.805582260942494 32.021060420398186)
2472,POINT (34.78348201260852 32.01700618205008)
2483,POINT (34.79956670844209 32.04230381946628)
2493,POINT (34.79950456083795 31.996024361118724)
2494,POINT (34.78834726522945 32.0184013425447)
2505,POINT (34.81323356727344 32.01178145757238)
2506,POINT (34.85538191160179 32.10861243900575)
2518,POINT (34.786215805966016 32.0423464145143)
2522,POINT (34.855791921024434 32.09811194507642)
2528,POINT (34.85802964622379 32.08790561935609)
2531,POINT (34.85376567088874 32.104730429113445)
2533,POINT (34.862001336869525 32.08939353041854)
2534,POINT (34.801365663189394 32.027902894551204)
2535,POINT (34.809995909998264 32.0383161764235)
2537,POINT (34.82514242474799 32.0945779165749)
2542,POINT (34.79940717947682 32.023825018675566)
2555,POINT (34.81185477090658 32.04148389494891)
2561,POINT (34.79851685277583 32.023983496809)
2563,POINT (34.77158464476039 31.998295097306123)
2565,POINT (34.782701235635884 32.048784351216234)
2567,POINT (34.799861467212395 32.03350862011834)
2569,POINT (34.802584196068715 32.03152287217697)
2575,POINT (34.78387565042858 32.01526254922368)
2578,POINT (34.783200689578244 32.03435840785319)
2584,POINT (34.76012067088463 32.04561236340581)
2588,POINT (34.785814133116894 32.02907847885153)
2595,POINT (34.860836864954216 32.074803954775206)
2596,POINT (34.82503127337079 32.10728543227548)
2597,POINT (34.7979471516285 32.12499626480803)
2602,POINT (34.799876615196666 32.04850925024748)
2605,POINT (34.86209413098635 32.087412797027284)
2606,POINT (34.77308460092078 32.03220563358329)
2610,POINT (34.8532522923091 32.05697015242129)
2611,POINT (34.788366189001245 32.026097031496704)
2614,POINT (34.81287739055712 32.04489217459362)
2615,POINT (34.776621434762056 32.01348005693259)
2617,POINT (34.803526134688724 32.02264401453285)
2623,POINT (34.814120687856466 32.01207802073958)
2628,POINT (34.81317205658681 32.06940872201959)
2630,POINT (34.78178523554626 32.020687373012066)
2632,POINT (34.80882955034537 32.029163920833106)
2633,POINT (34.80460535841555 32.07002452631758)
2637,POINT (34.77744790230689 32.02628186147417)
2643,POINT (34.788659956505334 32.013146456880115)
2654,POINT (34.82083102504389 32.01770562154233)
2655,POINT (34.74898759562013 32.01238305505861)
2658,POINT (34.79566577417055 32.0361168276189)
2660,POINT (34.81375548362794 32.02776506161122)
2661,POINT (34.842648973319655 32.0686223924814)
2665,POINT (34.75200924367957 32.043234425822575)
2672,POINT (34.8012183371589 32.01933945419559)
2683,POINT (34.815587393522726 32.02735408054807)
2687,POINT (34.78826610160089 32.04148478776576)
2688,POINT (34.78967810186374 32.043988351685606)
2690,POINT (34.81068596966859 32.02967578958866)
2700,POINT (34.8035522764504 32.03470810565458)
2703,POINT (34.80341354503452 32.12137922907691)
2717,POINT (34.81263315317085 32.094200443441395)
2718,POINT (34.78493943840505 32.00901079818368)
2722,POINT (34.854748492371485 32.06544760799468)
2727,POINT (34.810044622932246 32.07419675432877)
2729,POINT (34.77115680531672 32.060855983777486)
2732,POINT (34.86128894843943 32.09499019732681)
2733,POINT (34.78537433801259 32.03138056601236)
2739,POINT (34.79696772255285 32.102342625732895)
2747,POINT (34.7772167919953 32.02253153162104)
2749,POINT (34.776223708308166 32.04650764037776)
2758,POINT (34.785795377460744 32.05265870952388)
2769,POINT (34.786699940908484 32.034574243234054)
2770,POINT (34.79314527119286 32.04098763675423)
2771,POINT (34.797167253666224 32.048145157679166)
2774,POINT (34.80755038226137 32.037284335303596)
2779,POINT (34.86521720019087 32.075781837306344)
2783,POINT (34.800567057937904 32.0546499391515)
2785,POINT (34.816784009786055 32.01290354431481)
2791,POINT (34.77982283009028 32.00108236157722)
2792,POINT (34.855246952408855 32.08535871251083)
2803,POINT (34.8123469106533 32.00869186240701)
2806,POINT (34.77274133357433 32.02046073398919)
2811,POINT (34.81485723960744 32.0418295203741)
2814,POINT (34.79174396743294 32.03585492306085)
2829,POINT (34.80216462210626 32.01497560793278)
2831,POINT (34.771880111648066 32.012642803039505)
2839,POINT (34.78255903778778 32.01967203987253)
2842,POINT (34.77943092903617 32.015223382273305)
2843,POINT (34.796033618726405 32.029331687628705)
2844,POINT (34.794059822229165 32.135833019780215)
2849,POINT (34.85157132415552 32.07452969949788)
2854,POINT (34.80062663672673 32.027744340077355)
2860,POINT (34.79144914217109 32.135391855911855)
2867,POINT (34.80782300399713 32.01701719374188)
2881,POINT (34.796640128661366 32.0644005191507)
2884,POINT (34.80133655283141 32.07823850708719)
2885,POINT (34.79347853713294 32.05040810266905)
2886,POINT (34.80525642118084 32.10356958848383)
2888,POINT (34.81720520429992 32.021051840348115)
2900,POINT (34.80535385765444 32.03593233170578)
2904,POINT (34.790330828630296 32.02447195904435)
2906,POINT (34.78577442169392 32.03755145495207)
2911,POINT (34.81508049763219 32.13107818305423)
2914,POINT (34.81366898494906 32.00962431214494)
2922,POINT (34.76158658649303 32.022233814515225)
2926,POINT (34.80481786336167 32.02165814567121)
2938,POINT (34.761787673571895 32.01933030142884)
2939,POINT (34.78514307191323 32.05654591982445)
2941,POINT (34.76619919498165 32.02119339908053)
2942,POINT (34.840167676431946 32.07558506319189)
2946,POINT (34.79760528125371 32.04466689371145)
2947,POINT (34.78324818218418 32.025455531695826)
2948,POINT (34.806254254236705 32.047720054559065)
2953,POINT (34.76678834689056 32.05410123466145)
2954,POINT (34.79479057815071 32.018536006941105)
2956,POINT (34.858736808940805 32.07322115306244)
2958,POINT (34.79416587991061 32.01566834180197)
2962,POINT (34.82349507185327 32.09800335484175)
2963,POINT (34.81473476574752 32.03625569606847)
2969,POINT (34.78052726845032 32.03002536676773)
2971,POINT (34.7917359323962 32.02748542601011)
2972,POINT (34.85959852753121 32.09685719119744)
2974,POINT (34.7901618686484 32.00121142326605)
2982,POINT (34.78371436880075 32.021347057143345)
2983,POINT (34.78380341904441 32.0075284652934)
2984,POINT (34.85012523473539 32.08804090650886)
2992,POINT (34.801506376861674 32.02831487213402)
2995,POINT (34.803382095549786 32.04678578187042)
2996,POINT (34.78576617714373 32.02028872652123)
2997,POINT (34.80002621455127 32.03886949130106)
2998,POINT (34.79169258926159 32.03708645663985)
3013,POINT (34.772161621404294 32.00515360841573)
3016,POINT (34.8055766290258 32.03196978262458)
3018,POINT (34.85989250712634 32.09326699986267)
3021,POINT (34.842758989438686 32.07961490570388)
3024,POINT (34.793363120079086 32.03279721912393)
3026,POINT (34.792839484138334 32.00307110648795)
3027,POINT (34.790546477393065 32.026172428899365)
3039,POINT (34.78343289277433 32.0240353134507)
3041,POINT (34.80533916573825 32.095970738029855)
3042,POINT (34.787175892351385 32.046914897007575)
3049,POINT (34.76841223700803 32.04519573428315)
3051,POINT (34.78096276027849 32.045882444081975)
3052,POINT (34.78478163753849 32.0372459378138)
3056,POINT (34.7974915188642 32.044348836120356)
3060,POINT (34.80062812304098 32.09626297907705)
3062,POINT (34.78079422597256 32.022507035874305)
3065,POINT (34.787308073607136 32.027340819474475)
3066,POINT (34.853593049751986 32.0819931166794)
3068,POINT (34.78438195875635 32.02297693656434)
3073,POINT (34.79336367426703 32.01551971967028)
3074,POINT (34.790835257832775 32.01584325358022)
3075,POINT (34.80430113162737 32.03451210107109)
3078,POINT (34.85900396393917 32.087707493378836)
3080,POINT (34.801637619141 32.04706375043583)
3084,POINT (34.81109672569485 32.0302679700906)
3089,POINT (34.77907963060686 32.04259116905501)
3097,POINT (34.759710329725294 32.02921635976146)
3101,POINT (34.79452256101993 32.044724316047784)
3103,POINT (34.80517933189517 32.05095858870648)
3111,POINT (34.809498115570875 32.054613573502)
3112,POINT (34.86522831097933 32.07778412129418)
3113,POINT (34.863736552003026 32.06707188753236)
3114,POINT (34.774542621551944 32.016539058575304)
3115,POINT (34.8055538365984 32.001472331369904)
3116,POINT (34.784635008002546 32.03090076473262)
3118,POINT (34.77355125752352 32.00820350311736)
3126,POINT (34.78739188035469 32.03564338111038)
3127,POINT (34.788414784804516 32.045362889182854)
3129,POINT (34.7696865367444 32.03024022906006)
3134,POINT (34.760202359437976 31.998958440341255)
3139,POINT (34.80437992107506 32.035985998025815)
3140,POINT (34.788979103874084 32.063451234809655)
3142,POINT (34.797174497916785 32.027735726699575)
3143,POINT (34.792693361398385 32.0306169558065)
3144,POINT (34.7951954006263 32.08963924367365)
3153,POINT (34.801461230975185 32.01807260155528)
3155,POINT (34.78075626331028 32.05873110953437)
3164,POINT (34.78798994608998 32.01802323814935)
3165,POINT (34.78489074643232 32.03308120213394)
3167,POINT (34.797207466223455 32.05205914046249)
3171,POINT (34.776719110174575 32.018727153918356)
3176,POINT (34.81335996698993 32.05014991637804)
3178,POINT (34.853634584465226 32.06351364119089)
3180,POINT (34.77629464458423 32.000048182488385)
3182,POINT (34.82531201722221 32.07707286070764)
3189,POINT (34.78153505744144 32.01428240142554)
3192,POINT (34.78327786894948 32.04595810477036)
3194,POINT (34.81430939313793 32.08391969874364)
3195,POINT (34.79615201566138 32.05454536343613)
3197,POINT (34.78578225484826 32.02534503365717)
3198,POINT (34.86240648396739 32.0785898010463)
3202,POINT (34.83447683716387 32.067912534311134)
3204,POINT (34.78591274625932 32.03496097129417)
3207,POINT (34.80706784662882 32.038432331826684)
3208,POINT (34.81456495782482 32.10941361760917)
3210,POINT (34.78915057539517 32.02109066173437)
3216,POINT (34.772845231269876 32.023684068003675)
3217,POINT (34.84950528561636 32.07668595360802)
3222,POINT (34.75589034923018 32.032266210089894)
3227,POINT (34.781579611325775 32.03775925211415)
3228,POINT (34.78063437576184 32.018804168665206)
3229,POINT (34.86282306818438 32.07713497815294)
3230,POINT (34.7863720523819 32.03142473675785)
3231,POINT (34.7946322701705 32.03970780643592)
3233,POINT (34.78829031674074 32.04543382640475)
3235,POINT (34.80640014012481 32.02340469409963)
3236,POINT (34.802259243907784 32.121024520613275)
3239,POINT (34.84729799687925 32.075947887818124)
3242,POINT (34.84110974713732 32.10050220570144)
3245,POINT (34.77671570458065 32.03909132354671)
3250,POINT (34.784509002916494 32.0284852383367)
3260,POINT (34.80635103880958 32.1130270310875)
3263,POINT (34.78602140349309 32.04129889462433)
3268,POINT (34.79501970126464 32.04431492318624)
3269,POINT (34.77791846253717 32.04954816601745)
3278,POINT (34.790445234647564 32.01521296238696)
3281,POINT (34.86532977189312 32.08011238353187)
3286,POINT (34.80451701111349 32.040644985915826)
3291,POINT (34.76440846576366 31.997861590315033)
3292,POINT (34.860155881551364 32.08716875085788)
3294,POINT (34.771648976243824 32.0202813052966)
3298,POINT (34.78252781053459 32.05892257092631)
3307,POINT (34.817777951564096 32.10740702199042)
3310,POINT (34.79276698930083 32.027371400382776)
3311,POINT (34.797961223528475 32.01197874025697)
3315,POINT (34.793002139014455 32.07249660070578)
3329,POINT (34.79243248417817 32.04047310208243)
3350,POINT (34.796387781233804 32.019581269351114)
3351,POINT (34.79254821665614 32.03161359525657)
3352,POINT (34.78720758806493 32.06181676616479)
3353,POINT (34.80122393276678 32.02575351316371)
3361,POINT (34.84681443999146 32.07087214404653)
3364,POINT (34.78661337251076 32.038683766248326)
3373,POINT (34.788745457585314 32.01651481065187)
3381,POINT (34.84224112782651 32.0935064916117)
3384,POINT (34.78368112012597 32.03896534922296)
3387,POINT (34.78025716290148 32.05198850925492)
3388,POINT (34.79934674934899 32.018869195138755)
3391,POINT (34.79070733066151 32.02558027419689)
3392,POINT (34.790032112137865 32.03118376816735)
3393,POINT (34.77351471723339 32.0008932732565)
3400,POINT (34.79586315404516 32.02821061440118)
3401,POINT (34.804059160534145 32.0787491106074)
3404,POINT (34.781917817667505 32.05841907727599)
3407,POINT (34.79940215592136 32.04857550121738)
3415,POINT (34.78368983384524 32.064655351904335)
3419,POINT (34.76024023316809 32.03131334677675)
3420,POINT (34.817138246682354 32.02241248882584)
3421,POINT (34.79064363832557 32.032838356846355)
3422,POINT (34.865503578482475 32.08033964554989)
3430,POINT (34.859372872917106 32.08016123994936)
3431,POINT (34.805792063753834 32.00794708434809)
3438,POINT (34.86360417685591 32.09061388377414)
3440,POINT (34.85298630713991 32.09248237573383)
3441,POINT (34.85451317736835 32.07804672220214)
3443,POINT (34.80216406113036 32.042514714039555)
3445,POINT (34.86393815596923 32.07518306193211)
3449,POINT (34.81033186244398 32.04676006629195)
3452,POINT (34.86111596862067 32.07014438124107)
3453,POINT (34.78746359736909 32.04563939796983)
3459,POINT (34.85301461334228 32.100099188909056)
3460,POINT (34.79982546612989 32.03377487829999)
3468,POINT (34.85686269055531 32.078849258086876)
3469,POINT (34.788747872606834 32.02107562047819)
3471,POINT (34.80357062773259 32.01845643852077)
3476,POINT (34.78431493648419 32.035713707219514)
3477,POINT (34.7879554045565 32.01944418091281)
3479,POINT (34.77349875290094 32.03450766942089)
3482,POINT (34.86187870992501 32.0950012384004)
3487,POINT (34.80727568201112 32.08532421864475)
3488,POINT (34.77528093335202 32.004116305871115)
3499,POINT (34.77418536858553 32.03435923816122)
3501,POINT (34.78795659144903 32.030909620970505)
3503,POINT (34.78434062803363 32.046197572437976)
3506,POINT (34.86471412669693 32.07769165941148)
3508,POINT (34.77314404428176 32.02195062064281)
3509,POINT (34.849612071761044 32.088336555786654)
3511,POINT (34.79723632587891 32.01522574827349)
3513,POINT (34.82310013415676 32.041432955658415)
3518,POINT (34.78990223004679 32.01601102697862)
3523,POINT (34.78757242551888 32.02645211930882)
3526,POINT (34.77158703720514 32.04836309907717)
3532,POINT (34.79634527325159 32.04628994038175)
3536,POINT (34.86033275464301 32.090727668466386)
3541,POINT (34.80534218156632 32.06598528483128)
3544,POINT (34.78483337672379 32.02739637711521)
3545,POINT (34.84447793169658 32.0925624881728)
3555,POINT (34.77529733811156 32.03713033717525)
3557,POINT (34.86114330806367 32.05748962450294)
3568,POINT (34.858802981699036 32.07991412724281)
3572,POINT (34.77458928880579 32.02656673023842)
3574,POINT (34.77661618625543 32.03687103121247)
3576,POINT (34.83938119002957 32.100849387366615)
3577,POINT (34.78190584345651 32.00737359094195)
3578,POINT (34.8094836674261 32.039590875265816)
3584,POINT (34.7917737932725 32.039051279330465)
3592,POINT (34.794339818871556 32.02908854310082)
3594,POINT (34.758557381238354 32.03779665791728)
3596,POINT (34.78172059913066 32.03178058482711)
3605,POINT (34.78280403026204 32.0102012305904)
3608,POINT (34.86553640127699 32.07724420989547)
3609,POINT (34.770393915506446 32.0160127145149)
3615,POINT (34.834420037784064 32.089212248277065)
3618,POINT (34.80011966566713 32.02166126945315)
3621,POINT (34.80231340042001 32.01405260438656)
3623,POINT (34.77236197969833 32.039045520461734)
3624,POINT (34.75471402841417 32.01685494716959)
3628,POINT (34.79977677132638 32.016568487423434)
3630,POINT (34.794160339303 32.020054261295414)
3631,POINT (34.769508126372536 32.02243178177542)
3639,POINT (34.84093084195691 32.09230338956191)
3642,POINT (34.80238030066887 32.03974120677321)
3648,POINT (34.77821743993527 32.02103418293533)
3649,POINT (34.80000408428096 32.126202937945735)
3654,POINT (34.79506414039995 32.01646427279212)
3655,POINT (34.77179704975754 32.017497124352914)
3660,POINT (34.79063133866281 32.02712028455076)
3666,POINT (34.80281472254429 32.03884390639127)
3672,POINT (34.80299189261936 32.03067488647427)
3680,POINT (34.86052653897473 32.095163110653104)
3681,POINT (34.78489298037734 32.00737088684292)
3686,POINT (34.770851690683365 32.02193531665695)
3687,POINT (34.772790647947076 32.01167572609673)
3691,POINT (34.78379657677254 32.03227909060257)
3692,POINT (34.79546915951579 32.02261395556067)
3693,POINT (34.78155548485569 32.019866499287716)
3694,POINT (34.78601539751418 32.018345551124916)
3700,POINT (34.77840575197238 32.033365055632046)
3707,POINT (34.79694405512666 32.03805271129403)
3712,POINT (34.79173555557889 32.05247168869992)
3715,POINT (34.79259687607488 32.035508093689906)
3716,POINT (34.85031152395133 32.09908231635542)
3717,POINT (34.77393648529599 32.029705264846086)
3720,POINT (34.80933413642455 32.01811801854098)
3722,POINT (34.79915387825137 32.028375021016366)
3724,POINT (34.76550237052343 32.02784617749725)
3732,POINT (34.85268781369354 32.091912486435184)
3733,POINT (34.76960831813621 32.02873704355353)
3734,POINT (34.794677531110096 32.03643243504567)
3735,POINT (34.758629988034464 32.006276238872466)
3747,POINT (34.774037691195744 32.050188363060954)
3750,POINT (34.85971203300194 32.079189549217524)
3754,POINT (34.8025892801613 32.037700336055366)
3757,POINT (34.78367427343676 32.024483556539565)
3761,POINT (34.85840719438212 32.096649632046024)
3763,POINT (34.78204797746485 32.030474808601475)
3765,POINT (34.84963130625726 32.07392320629058)
3773,POINT (34.85861654153517 32.11080207864777)
3774,POINT (34.8452506795179 32.07431764889978)
3776,POINT (34.83306036315124 32.08489743305669)
3780,POINT (34.85553671407467 32.101017409693135)
3783,POINT (34.85287283947928 32.066703877324535)
3785,POINT (34.80098637504823 32.04866168822153)
3789,POINT (34.85965306531375 32.09919057828621)
3801,POINT (34.8635962459546 32.065221956846365)
3803,POINT (34.85203954210128 32.08956267859403)
3805,POINT (34.813532157525195 32.08918619731002)
3811,POINT (34.85774551900217 32.04550948435079)
3812,POINT (34.80110708990176 32.01501609725668)
3821,POINT (34.793672253816204 32.03597544569753)
3826,POINT (34.8069497949838 32.03395768865676)
3827,POINT (34.80796095244872 32.0345481223123)
3832,POINT (34.79013013754564 32.01822515488286)
3839,POINT (34.8007823196787 32.03192205741439)
3841,POINT (34.79704936501455 32.034655124734414)
3843,POINT (34.79059974621796 32.024812940562164)
3851,POINT (34.77975417764582 32.02858327669091)
3853,POINT (34.77992505313073 32.04574830682538)
3858,POINT (34.81188681785736 32.13373299283679)
3859,POINT (34.86421476710459 32.06617262201214)
3860,POINT (34.85268597602625 32.101100672467204)
3861,POINT (34.80323292736422 32.012817698705454)
3862,POINT (34.81150766762549 32.00463616283217)
3864,POINT (34.8025431632829 32.035317042361434)
3865,POINT (34.7811379157049 32.06715957732264)
3871,POINT (34.79347684271966 32.036625866541286)
3873,POINT (34.780042438592346 32.061807724537076)
3879,POINT (34.81772813186676 32.128181053095545)
3882,POINT (34.78978614406131 32.01489752123466)
3885,POINT (34.785964865144045 32.02385098683038)
3889,POINT (34.77120854625712 32.019674417020326)
3890,POINT (34.77913561955883 32.01848048248368)
3892,POINT (34.80578136278844 32.03422304436393)
3894,POINT (34.78273278163019 32.031147526629134)
3899,POINT (34.813227381673975 32.08350816026754)
3900,POINT (34.86319496817748 32.08198447868745)
3906,POINT (34.83516252941602 32.100309902772004)
3907,POINT (34.84402968459612 32.05840373521781)
3908,POINT (34.789590026026914 32.03394499646021)
3912,POINT (34.78050775266348 32.042679474897156)
3916,POINT (34.80557249737504 32.02886591013256)
3919,POINT (34.79717927415406 32.042641952454964)
3929,POINT (34.814131456011886 32.03624199438504)
3930,POINT (34.821728810293735 32.05349866616617)
3932,POINT (34.804173312334115 32.03279275433246)
3933,POINT (34.797878285614345 32.04881018946008)
3946,POINT (34.798714131880224 32.02968921958939)
3948,POINT (34.775525277435015 32.03550550490398)
3951,POINT (34.77382264764616 32.030610540888375)
3952,POINT (34.800265629751536 32.098072882136485)
3960,POINT (34.79067669663685 32.04523918499432)
3970,POINT (34.77181349870878 32.03642478840495)
3975,POINT (34.79724485030891 32.07475955666632)
3976,POINT (34.80382815775245 32.013231172679724)
3977,POINT (34.78028790352104 32.03351763494846)
3986,POINT (34.79342628585865 32.034290012100854)
3989,POINT (34.7861968688831 32.034268491515306)
3990,POINT (34.80494746759204 32.01077715269891)
3992,POINT (34.85680426974197 32.067053876142595)
3994,POINT (34.84233681809266 32.0823102736082)
3995,POINT (34.777803836194956 32.020168440641655)
3997,POINT (34.86187264413385 32.06936669201743)
3999,POINT (34.80340282982002 32.01951478603594)
4000,POINT (34.803265845277544 32.09194594187813)
4006,POINT (34.8612822527086 32.0819135613068)
4007,POINT (34.85795569509065 32.07783539317145)
4010,POINT (34.77923500181096 32.03649449319955)
4019,POINT (34.7901219160734 32.06719293282393)
4020,POINT (34.861162316096575 32.09646782604082)
4029,POINT (34.785410753872334 32.041170054938995)
4031,POINT (34.77055888665941 32.039499173679886)
4038,POINT (34.7938651782167 32.02020723406833)
4040,POINT (34.79162884705346 32.02506426870001)
4041,POINT (34.80450053748715 32.130318652171674)
4043,POINT (34.78762245621233 32.02164744390654)
4046,POINT (34.83975506683669 32.06376650420361)
4048,POINT (34.79384073007763 32.1310004595845)
4052,POINT (34.76353644645708 32.00466654298498)
4053,POINT (34.77229738621623 32.01970410721258)
4054,POINT (34.77487679581716 32.007612170903485)
4055,POINT (34.79208289201774 32.133601068328844)
4062,POINT (34.78959558379625 32.013749928374025)
4063,POINT (34.8590150599616 32.05760396817413)
4065,POINT (34.79105480034322 32.01785518709813)
4069,POINT (34.78901505760487 32.02374914225612)
4087,POINT (34.7689353606851 32.038087437705606)
4088,POINT (34.803448774530715 32.04116237009395)
4096,POINT (34.78820619353776 32.0435759035338)
4101,POINT (34.81727816084841 32.02234889889636)
4104,POINT (34.848579440187784 32.08521131345588)
4107,POINT (34.81268986722715 32.12390186666627)
4110,POINT (34.85600386890853 32.08053911050201)
4112,POINT (34.839083009026155 32.05140819832849)
4118,POINT (34.79832586125521 32.02886617513571)
4123,POINT (34.79091753823378 32.04771931451897)
4128,POINT (34.802353041659934 31.999591513791664)
4129,POINT (34.80029179683574 32.041572759387684)
4133,POINT (34.78708243505422 32.033163662276344)
4134,POINT (34.80239386933765 32.028536051765634)
4138,POINT (34.785524627521994 32.01753390013227)
4139,POINT (34.86287292397208 32.093725914842395)
4153,POINT (34.81771326893823 32.08330611432589)
4156,POINT (34.809755654462904 32.12316538459275)
4157,POINT (34.78438724464083 32.04477342338275)
4158,POINT (34.86145739969284 32.0855435271087)
4161,POINT (34.84908143342666 32.088767223550356)
4163,POINT (34.775262148258996 32.04172910777892)
4165,POINT (34.85158175419336 32.07158377909375)
4168,POINT (34.778272742334615 32.01906950417672)
4170,POINT (34.7795067196692 32.03246723714215)
4172,POINT (34.77959367501532 32.02161060974161)
4177,POINT (34.77265880282293 32.0297993960551)
4178,POINT (34.8581952385225 32.07356526048973)
4180,POINT (34.85958495700797 32.076938949971385)
4181,POINT (34.79021236107758 32.04268603537118)
4184,POINT (34.78988236161035 32.049085610290334)
4185,POINT (34.79405141191464 32.03032645420635)
4187,POINT (34.79356102559156 32.019263534606274)
4188,POINT (34.854821714167535 32.090542712506206)
4189,POINT (34.78831149311243 32.0108793649185)
4191,POINT (34.81459072617103 32.015329691964354)
4193,POINT (34.793728233653866 32.02898671859914)
4197,POINT (34.778642677885465 32.048299772924615)
4203,POINT (34.78715446717832 32.02688855359442)
4204,POINT (34.78803708101384 32.026045105661396)
4206,POINT (34.794563916028885 32.0524773358651)
4211,POINT (34.80239545296488 32.03129661202341)
